fold,epoch,train_loss,val_loss,val_accuracy
1,1,2.1552886854518545,1.5509347120920818,0.56
1,2,1.3882147398861973,1.0112650394439697,0.6857142857142857
1,3,1.0498325337063183,0.5987632572650909,0.8228571428571428
1,4,0.7515122619542208,0.37449026107788086,0.8857142857142857
1,5,0.681737254966389,0.6069867809613546,0.8057142857142857
1,6,0.5436722338199615,0.24085035423437753,0.9371428571428572
1,7,0.3995494544506073,0.21915609141190848,0.9371428571428572
1,8,0.34422769194299524,0.22808029254277548,0.9371428571428572
1,9,0.33933395418253814,0.21122127771377563,0.9485714285714286
1,10,0.3042612075805664,0.19481526811917624,0.9542857142857143
1,11,0.3139152851971713,0.1951134353876114,0.9542857142857143
1,12,0.3092651963233948,0.19318680465221405,0.9542857142857143
1,13,0.2945474535226822,0.19205416242281595,0.9542857142857143
1,14,0.29891310225833545,0.19100785503784815,0.9542857142857143
1,15,0.2948131473226981,0.1898655171195666,0.96
2,1,2.2170346279939017,1.806880513827006,0.28651685393258425
2,2,1.4110842943191528,1.2767365376154582,0.5898876404494382
2,3,1.5405073364575703,0.9182911912600199,0.6853932584269663
2,4,0.9734938889741898,1.2401196559270222,0.5617977528089888
2,5,0.9735339879989624,0.5477927525838217,0.8314606741573034
2,6,0.7925767600536346,0.4685831467310588,0.8258426966292135
2,7,0.5982007483641306,0.5041584968566895,0.8314606741573034
2,8,0.4776980094611645,0.43721363445123035,0.8651685393258427
2,9,0.4921630782385667,0.4038608620564143,0.8707865168539326
2,10,0.49197200934092206,0.4144470343987147,0.8651685393258427
2,11,0.48101575920979184,0.4192746977011363,0.8595505617977528
2,12,0.48983950167894363,0.41788893938064575,0.8595505617977528
2,13,0.46732978088160354,0.4158381521701813,0.8595505617977528
3,1,2.2720836400985718,1.910583217938741,0.372972972972973
3,2,1.8144938846429188,1.2485828797022502,0.6
3,3,1.4452659090360005,0.8008320728937784,0.6864864864864865
3,4,0.9902123759190241,0.6214566727479299,0.7567567567567568
3,5,0.890736053387324,0.3487689445416133,0.8918918918918919
3,6,0.6819897616902987,0.4998147984345754,0.8108108108108109
3,7,0.5967833623290062,0.2755126953125,0.8864864864864865
3,8,0.4319266801079114,0.20455943048000336,0.9135135135135135
3,9,0.45592355231444043,0.14097698032855988,0.9297297297297298
3,10,0.3537021478017171,0.1534113734960556,0.9459459459459459
3,11,0.33044248074293137,0.14004231492678323,0.9405405405405406
3,12,0.3704260364174843,0.13720317681630453,0.9405405405405406
3,13,0.37552813813090324,0.1360931396484375,0.9405405405405406
3,14,0.3760576782127221,0.13408910731474558,0.9405405405405406
3,15,0.36522700389226276,0.1333199938138326,0.9405405405405406
4,1,2.220582732787499,1.6482876241207123,0.4595959595959596
4,2,1.5541554047511175,0.9978779703378677,0.6565656565656566
4,3,1.1854229248487032,0.6447081714868546,0.7676767676767676
4,4,1.020302680822519,0.7762122601270676,0.8131313131313131
4,5,0.9385466483923105,0.8542117029428482,0.7727272727272727
4,6,0.7419402301311493,0.3148595578968525,0.8939393939393939
4,7,0.5008141306730417,0.4704709090292454,0.8686868686868687
4,8,0.45148810973534215,0.3983679749071598,0.8888888888888888
4,9,0.4154459329751822,0.2667652480304241,0.9191919191919192
4,10,0.4207012469951923,0.2501046247780323,0.9090909090909091
4,11,0.451946863761315,0.2538658417761326,0.9141414141414141
4,12,0.4156099328627953,0.2377137839794159,0.9141414141414141
4,13,0.3400215323154743,0.2364967204630375,0.9191919191919192
4,14,0.3526962044147345,0.23636356741189957,0.9090909090909091
4,15,0.35335720960910505,0.2378925122320652,0.9090909090909091
5,1,2.1577037970225015,1.7785964012145996,0.26595744680851063
5,2,1.4494344691435497,1.1597792704900105,0.5638297872340425
5,3,1.2104249993960063,0.8096077044804891,0.7021276595744681
5,4,0.944968561331431,0.9671597083409628,0.6542553191489362
5,5,0.7528209686279297,0.5162671208381653,0.851063829787234
5,6,0.5686552872260412,0.41719915469487506,0.8617021276595744
5,7,0.5716015895207723,0.5881286760171255,0.8085106382978723
5,8,0.5201130906740824,0.32056912283102673,0.9148936170212766
5,9,0.37689144909381866,0.2238395462433497,0.9414893617021277
5,10,0.3281376746793588,0.25112871328989667,0.9361702127659575
5,11,0.3606967280308406,0.23221376538276672,0.9361702127659575
5,12,0.2973084586362044,0.22420267760753632,0.9414893617021277
5,13,0.30311757574478787,0.2202086548010508,0.9414893617021277
5,14,0.3479386332134406,0.2168390154838562,0.9414893617021277
5,15,0.30034667532891035,0.21661151945590973,0.9414893617021277
6,1,2.271282196044922,1.7616931200027466,0.4484848484848485
6,2,1.5004691644148394,1.1256963014602661,0.6060606060606061
6,3,1.2097771926359697,1.1272172530492146,0.6181818181818182
6,4,0.9626342545856129,0.5383729040622711,0.793939393939394
6,5,0.7474747110496868,0.574733704328537,0.7757575757575758
6,6,0.6317285434766249,0.46776703000068665,0.8545454545454545
6,7,0.5368591059337963,0.21538912256558737,0.9212121212121213
6,8,0.42612834816629236,0.1898944452404976,0.9272727272727272
6,9,0.38231831247156317,0.13612035661935806,0.9575757575757575
6,10,0.3777504482052543,0.11271493012706439,0.9636363636363636
6,11,0.33187187259847467,0.105741698294878,0.9696969696969697
6,12,0.33514522964304144,0.10637242471178372,0.9757575757575757
6,13,0.31920909746126697,0.10597215220332146,0.9757575757575757
6,14,0.3458971367640929,0.10510582476854324,0.9757575757575757
6,15,0.3052489716898311,0.10569144661227863,0.9757575757575757
7,1,2.2700955867767334,1.7859068314234416,0.48214285714285715
7,2,1.6921873417767612,1.3889907598495483,0.625
7,3,1.3372115113518455,0.6225920716921488,0.8095238095238095
7,4,1.0086271275173535,0.8114538192749023,0.6964285714285714
7,5,0.973191808570515,0.6413654685020447,0.8095238095238095
7,6,0.6661042896184054,0.3946516414483388,0.8571428571428571
7,7,0.6604776951399717,0.37924885749816895,0.8809523809523809
7,8,0.4845412752845071,0.31092268228530884,0.8988095238095238
7,9,0.4584472152319821,0.32733777165412903,0.8928571428571429
7,10,0.38706491074778815,0.3214264114697774,0.8928571428571429
7,11,0.46142785251140594,0.3191274007161458,0.8928571428571429
7,12,0.4271981336853721,0.3208195169766744,0.8928571428571429
8,1,2.226000666618347,1.9600235223770142,0.30864197530864196
8,2,1.7214352867820046,2.0577392975489297,0.2839506172839506
8,3,1.5453081239353528,2.2694579362869263,0.41975308641975306
8,4,1.6032854860479182,1.4742884635925293,0.5
8,5,1.38696965304288,1.4620970090230305,0.5123456790123457
8,6,1.137759512121027,1.1744736035664876,0.5864197530864198
8,7,1.0447841611775486,1.1085676352183025,0.6666666666666666
8,8,1.007669443433935,1.0518300731976826,0.6604938271604939
8,9,0.9944587512449785,0.8251679142316183,0.7037037037037037
8,10,0.876321938904849,0.8571943640708923,0.7160493827160493
8,11,0.782029617916454,0.9207375844319662,0.6851851851851852
8,12,0.8958676023916765,0.8985031843185425,0.691358024691358
8,13,0.7797723087397489,0.8732439875602722,0.7037037037037037
